Run_accession,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Material,Type,Isolation source,Avg_read_len,Avg_num_reads,True_label
ERR1883430,WGS,PRJEB18629,SAMEA103911569,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943931,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911569,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.56666666666666,5216735.666666667,Sediment/Soil
ERR450858,AMPLICON,PRJEB5758,SAMEA2393344,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417230,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393344,ERP005182,Skin,mMetagenome,Not applicable,99.1,42141.0,Skin
ERR450906,AMPLICON,PRJEB5758,SAMEA2393392,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417278,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393392,ERP005182,Skin,mMetagenome,Not applicable,99.2,48783.0,Skin
ERR450958,AMPLICON,PRJEB5758,SAMEA2393444,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417330,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393444,ERP005182,Skin,mMetagenome,Not applicable,96.8,6105.0,Skin
ERR451076,AMPLICON,PRJEB5758,SAMEA2393562,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417448,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393562,ERP005182,Skin,mMetagenome,Not applicable,95.3,24984.0,Skin
ERR451083,AMPLICON,PRJEB5758,SAMEA2393569,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417455,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393569,ERP005182,Skin,mMetagenome,Not applicable,98.5,20208.0,Skin
ERR451153,AMPLICON,PRJEB5758,SAMEA2393639,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417525,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393639,ERP005182,Skin,mMetagenome,Not applicable,99.3,52380.0,Skin
ERR451202,AMPLICON,PRJEB5758,SAMEA2393688,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417574,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393688,ERP005182,Skin,mMetagenome,Not applicable,98.9,61956.0,Skin
ERR451384,AMPLICON,PRJEB5758,SAMEA2393870,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417756,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393870,ERP005182,Skin,mMetagenome,Not applicable,99.3,6.0,Skin
ERR451472,AMPLICON,PRJEB5758,SAMEA2393958,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417844,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393958,ERP005182,Skin,mMetagenome,Not applicable,97.7,13480.0,Skin
ERR451524,AMPLICON,PRJEB5758,SAMEA2394010,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417896,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394010,ERP005182,Skin,mMetagenome,Not applicable,98.7,21836.0,Skin
ERR450719,AMPLICON,PRJEB5758,SAMEA2393205,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417091,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393205,ERP005182,Skin,mMetagenome,Not applicable,98.4,46671.0,Skin
ERR450774,AMPLICON,PRJEB5758,SAMEA2393260,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417146,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393260,ERP005182,Skin,mMetagenome,Not applicable,99.3,95567.0,Skin
ERR1474568,WGS,PRJEB14383,SAMEA4031756,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545705,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031756,ERP016024,Oral,mMetagenome,Saliva,95.65,41891239.0,mOral
ERR1474580,WGS,PRJEB14383,SAMEA4031768,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545717,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031768,ERP016024,Oral,mMetagenome,Saliva,86.35,54071663.0,mOral
ERR1474585,WGS,PRJEB14383,SAMEA4031773,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545722,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031773,ERP016024,Oral,mMetagenome,Saliva,89.8,38323142.0,mOral
ERR2004605,WGS,PRJEB21269,SAMEA104120062,"APPRECIATE THE BEAUTY OF LIFE, INC.",public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2064370,NextSeq 500,PAIRED,size fractionation,METAGENOMIC,soil metagenome,ILLUMINA,2019-01-02T00:00:00Z,SAMEA104120062,ERP023502,Sediment/Soil,mMetagenome,Not applicable,151.0,23174396.0,Sediment/Soil
ERR2004609,WGS,PRJEB21269,SAMEA104120066,"APPRECIATE THE BEAUTY OF LIFE, INC.",public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2064374,NextSeq 500,PAIRED,size fractionation,METAGENOMIC,soil metagenome,ILLUMINA,2019-01-02T00:00:00Z,SAMEA104120066,ERP023502,Sediment/Soil,mMetagenome,Not applicable,151.0,22870912.0,Sediment/Soil
ERR3307045,WGS,PRJEB31185,SAMEA5591548,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333070,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591548,ERP113706,Oral,mMetagenome,Not declared,76.0,70322031.0,mOral
ERR3307047,WGS,PRJEB31185,SAMEA5591550,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333072,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591550,ERP113706,Oral,mMetagenome,Not declared,76.0,51309213.0,mOral
ERR3307050,WGS,PRJEB31185,SAMEA5591553,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333075,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591553,ERP113706,Oral,mMetagenome,Not declared,76.0,47839599.0,mOral
ERR3307054,WGS,PRJEB31185,SAMEA5591557,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333079,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591557,ERP113706,Oral,mMetagenome,Not declared,76.0,73800335.0,mOral
ERR3579823,WGS,PRJEB34569,SAMEA5971646,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3577122,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC005.A,ERP117493,Oral,mMetagenome,Calculus,95.85,44348880.0,mOral
ERR3579824,WGS,PRJEB34569,SAMEA5971647,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",ERX3577123,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC008.A,ERP117493,Oral,mMetagenome,Calculus,109.75,35364677.0,mOral
ERR3579819,WGS,PRJEB34569,SAMEA5971642,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ERX3577118,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC001.A,ERP117493,Oral,mMetagenome,Calculus,105.55,34014564.0,mOral
ERR3579821,WGS,PRJEB34569,SAMEA5971644,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",ERX3577120,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC003.A,ERP117493,Oral,mMetagenome,Calculus,95.35,26165856.0,mOral
ERR3579826,WGS,PRJEB34569,SAMEA5971649,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577125,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC010.A,ERP117493,Oral,mMetagenome,Calculus,99.55,19131370.0,mOral
SRR1804823,WGS,PRJNA48479,SAMN00035742,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX877359,Illumina HiSeq 2000,PAIRED,unspecified,GENOMIC,human metagenome,ILLUMINA,2015-02-19T00:00:00Z,700023178,SRP002163,Oral,mMetagenome,Plaque,100.0,28014608.0,mOral
SRR3184876,WGS,PRJNA46333,SAMN04359977,NISC,public,"sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1598217,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-05-01T00:00:00Z,MET0601,SRP002480,Skin,mMetagenome,Not applicable,101.0,28640653.0,Skin
SRR3189416,WGS,PRJNA46333,SAMN04360124,NISC,public,"sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1601624,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-05-01T00:00:00Z,MET0772,SRP002480,Skin,mMetagenome,Not applicable,101.0,12690457.0,Skin
SRR1631060,WGS,PRJNA46333,SAMN03025571,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX743731,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0207,SRP002480,Skin,mMetagenome,Not applicable,101.0,24178312.0,Skin
SRR1633008,WGS,PRJNA46333,SAMN03025673,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX745020,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0310,SRP002480,Skin,mMetagenome,Not applicable,101.0,13631124.0,Skin
SRR1620017,WGS,PRJNA46333,SAMN03025397,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX739401,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2014-10-30T00:00:00Z,MET0006,SRP002480,Skin,mMetagenome,Not applicable,101.0,29006012.0,Skin
SRR2096702,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,369302.0,Skin
SRR2096703,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,389967.0,Skin
SRR2096704,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,459681.0,Skin
SRR2096708,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,547097.0,Skin
SRR2096710,WGS,PRJNA46333,SAMN03840426,NISC,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1091795,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-02-23T00:00:00Z,MET0340,SRP002480,Skin,mMetagenome,Not applicable,101.0,502217.0,Skin
SRR3644405,WGS,PRJNA46333,SAMN04999354,NISC,public,sra,ncbi,ncbi.public,SRX1828711,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2017-07-13T00:00:00Z,MET1606,SRP002480,Skin,mMetagenome,Not applicable,126.0,10783066.0,Skin
SRR061294,WGS,PRJNA48479,SAMN00082239,WUGSC,HMP,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024068,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-07-29T00:00:00Z,700114441,SRP002163,Oral,mMetagenome,Plaque,100.0,28337005.0,mOral
SRR062299,WGS,PRJNA48479,SAMN00035168,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX024883,Illumina Genome Analyzer II,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2010-08-14T00:00:00Z,700021305,SRP002163,Oral,mMetagenome,Plaque,100.0,29562140.0,mOral
SRR513775,WGS,PRJNA48479,SAMN00142285,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX153917,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700164337,SRP002163,Oral,mMetagenome,Plaque,100.0,48437585.0,mOral
SRR513828,WGS,PRJNA48479,SAMN00095145,WUGSC,HMP,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,ncbi.public,s3.us-east-1",SRX153912,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,human metagenome,ILLUMINA,2012-06-19T00:00:00Z,700117735,SRP002163,Oral,mMetagenome,Plaque,100.0,48780424.0,mOral
